MoTe2 scan
Current Position 
70.000
R(V)	Theta
0.001068	-50.398777
0.001068	-50.383235
0.001067	-50.367319
0.001067	-50.351382
0.001067	-50.335426
0.001066	-50.319424
0.001066	-50.303474
0.001066	-50.287737
0.001065	-50.272403
0.001065	-50.257882
0.001064	-50.244550
0.001064	-50.232267
0.001064	-50.221068
0.001063	-50.210992
0.001063	-50.202228
0.001063	-50.195205
0.001062	-50.189631
0.001062	-50.185544
0.001061	-50.182974
0.001061	-50.182140
0.001060	-50.183031
0.001060	-50.185483
0.001059	-50.189432
0.001059	-50.194837
0.001058	-50.201633
0.001058	-50.209802
0.001057	-50.218941
0.001056	-50.228767
0.001055	-50.239123
Mean R	Std.Dev R
0.001062	4.162290E-6
Mean T	Std.Dev T
-50.347494	0.096532
Current Position 
69.820
R(V)	Theta
0.001058	-49.951022
0.001058	-49.967960
0.001058	-49.984633
0.001058	-50.001011
0.001058	-50.016973
0.001058	-50.032730
0.001059	-50.047963
0.001059	-50.062464
0.001059	-50.076265
0.001059	-50.089742
0.001059	-50.102350
0.001059	-50.114258
0.001060	-50.125488
0.001060	-50.135916
0.001060	-50.145270
0.001060	-50.153252
0.001060	-50.159879
0.001061	-50.164984
0.001061	-50.168466
0.001061	-50.170428
0.001061	-50.170944
0.001062	-50.169877
0.001062	-50.167242
0.001062	-50.162959
0.001062	-50.157213
0.001063	-50.150163
0.001063	-50.142046
0.001063	-50.132992
0.001063	-50.123124
0.001063	-50.112840
0.001064	-50.102226
0.001064	-50.091314
0.001064	-50.080432
0.001064	-50.069875
0.001064	-50.060072
0.001064	-50.051062
0.001064	-50.042697
0.001064	-50.035101
0.001065	-50.028708
0.001065	-50.023962
0.001065	-50.020651
0.001065	-50.018766
0.001065	-50.018280
0.001065	-50.019243
0.001065	-50.021630
0.001065	-50.025295
0.001065	-50.030134
0.001065	-50.036110
0.001066	-50.043132
0.001066	-50.051240
0.001066	-50.060346
0.001066	-50.070339
0.001066	-50.081140
0.001067	-50.092612
0.001067	-50.104688
0.001067	-50.117228
0.001067	-50.130183
0.001067	-50.143350
0.001068	-50.156649
0.001068	-50.170112
0.001068	-50.183825
0.001068	-50.197683
0.001068	-50.211651
0.001068	-50.225544
0.001068	-50.239195
0.001068	-50.252366
0.001068	-50.265397
0.001068	-50.277686
0.001069	-50.289380
0.001069	-50.300373
0.001069	-50.310701
0.001069	-50.320337
0.001070	-50.329226
0.001070	-50.337221
0.001070	-50.344039
0.001071	-50.349770
0.001071	-50.354295
0.001071	-50.357513
0.001071	-50.359486
0.001072	-50.360124
0.001072	-50.359595
0.001072	-50.358021
0.001072	-50.355159
0.001073	-50.351020
0.001073	-50.345847
0.001073	-50.339584
0.001073	-50.332121
0.001073	-50.323492
0.001073	-50.314059
0.001073	-50.304442
0.001074	-50.294481
0.001074	-50.283900
0.001074	-50.272868
0.001074	-50.261386
0.001074	-50.249578
0.001074	-50.237524
0.001074	-50.225776
0.001074	-50.214535
0.001074	-50.203969
0.001074	-50.194262
Mean R	Std.Dev R
0.001066	4.930852E-6
Mean T	Std.Dev T
-50.168445	0.116939
Position	Mean R	Mean T
70.000000	0.001069	-50.212323
69.985000	0.001076	-50.132936
69.970000	0.001080	-50.124463
69.955000	0.001080	-50.204497
69.940000	0.001082	-50.085371
69.925000	0.001063	-50.153000
69.910000	0.001097	-50.118620
69.895000	0.001062	-50.170698
69.880000	0.001068	-50.073489
69.865000	0.001074	-50.177061
69.850000	0.001073	-50.067479
69.835000	0.001062	-50.347494
69.820000	0.001066	-50.168445
