-20000.0000000000	0.0000017697	0.1174171868	0.0066463199	126.2307916889
-18000.0000000000	0.0000017935	-0.1342217240	0.0067028793	142.6262459302
-16000.0000000000	0.0000017913	0.1194871592	0.0067344921	153.5412724575
-14000.0000000000	0.0000017554	-0.3879280217	0.0067903587	168.6219682435
-12000.0000000000	0.0000017828	-0.6811787745	0.0069177540	-143.3133773229
-10000.0000000000	0.0000017934	0.9773946501	0.0068501469	-42.6085883962
-8000.0000000000	0.0000018186	0.2426138631	0.0067745909	-22.6370187818
-6000.0000000000	0.0000017918	0.4511819145	0.0066264852	25.3888065760
-4000.0000000000	0.0000017793	-0.7493118866	0.0065609960	63.2854642830
-2000.0000000000	0.0000017702	0.1438928128	0.0066951875	139.5073669181
0.0000000000	0.0000017666	0.9556562210	0.0069106508	-150.9003298528
2000.0000000000	0.0000018046	1.0137658071	0.0067947913	-29.7498071482
4000.0000000000	0.0000017584	1.3972395804	0.0066521301	7.9329686606
6000.0000000000	0.0000017464	0.4902865179	0.0065625953	76.8264893337
8000.0000000000	0.0000017661	0.3646990365	0.0066828083	133.9849646554
10000.0000000000	0.0000017971	0.4372916959	0.0068501755	-172.3771138251
12000.0000000000	0.0000018052	0.5139195207	0.0069629032	-110.2876378443
14000.0000000000	0.0000017691	1.0244385346	0.0068922768	-54.3415615125
16000.0000000000	0.0000017928	0.1694047745	0.0066637851	10.8617547032
18000.0000000000	0.0000017973	0.2707705595	0.0068051416	-29.8200322881
20000.0000000000	0.0000017743	0.6710513650	0.0067419850	-8.7070047694
18000.0000000000	0.0000018201	0.0061236143	0.0066442948	15.5309374884
16000.0000000000	0.0000017793	-0.0623256588	0.0066596172	127.2669056023
14000.0000000000	0.0000017701	0.4538453936	0.0066993307	141.9519878567
12000.0000000000	0.0000017856	-0.6518380013	0.0067364536	151.1553512071
10000.0000000000	0.0000017636	0.7175850913	0.0069650156	-107.6540894194
8000.0000000000	0.0000017686	0.3737998057	0.0069591866	-94.3677254600
6000.0000000000	0.0000017823	-0.0194639664	0.0068009354	-25.1606205935
4000.0000000000	0.0000017741	0.2985271142	0.0065944016	41.0514891607
2000.0000000000	0.0000017798	0.1228261905	0.0066670065	10.1472550852
0.0000000000	0.0000017727	-0.1249300721	0.0065908295	46.4218657048
