-2000.0000000000	0.0000005708	-132.3601869271	0.0118494539	178.5608797298
-1900.0000000000	0.0000005434	-116.0017179010	0.0116496466	178.5203710687
-1800.0000000000	0.0000005727	-114.6547346190	0.0114860745	178.4736997820
-1700.0000000000	0.0000006437	-109.7234050090	0.0112506691	178.9712653671
-1600.0000000000	0.0000007920	-108.4926698043	0.0110862067	178.9802608408
-1500.0000000000	0.0000008590	-117.2458697295	0.0109118203	178.9832550144
-1400.0000000000	0.0000009423	-100.6726202745	0.0107232450	178.9698150625
-1300.0000000000	0.0000010364	-105.2888741569	0.0105477005	178.9348172150
-1200.0000000000	0.0000011202	-104.7483244849	0.0103649644	178.9463382847
-1100.0000000000	0.0000011372	-101.5657313074	0.0101947995	178.9288375531
-1000.0000000000	0.0000013084	-106.3843537178	0.0100146215	178.9411703373
-900.0000000000	0.0000013048	-96.7957548263	0.0098480438	178.8948866841
-800.0000000000	0.0000015192	-104.0639375475	0.0096675067	178.8998282353
-700.0000000000	0.0000014858	-99.2401125480	0.0094834802	178.9431474016
-600.0000000000	0.0000015136	-92.3618921703	0.0093168232	178.9259812898
-500.0000000000	0.0000016465	-97.9107387404	0.0091332814	178.9249276618
-400.0000000000	0.0000016907	-98.6194781592	0.0089555858	178.9358003867
-300.0000000000	0.0000017290	-100.6102638022	0.0088129735	178.4453387997
-200.0000000000	0.0000018136	-99.3272196454	0.0086347273	178.4054217231
-100.0000000000	0.0000019342	-98.8641287195	0.0084506238	178.2834141074
0.0000000000	0.0000019532	-99.5428727600	0.0082653210	178.3775998401
100.0000000000	0.0000021749	-96.9865146733	0.0080897596	178.3178961872
200.0000000000	0.0000020612	-95.7173076531	0.0079057227	178.2942876140
300.0000000000	0.0000021480	-98.0123846559	0.0077218891	178.2654171010
400.0000000000	0.0000023578	-97.2768566175	0.0075527599	178.2707057555
500.0000000000	0.0000022876	-93.7950408692	0.0073688535	178.2343978156
600.0000000000	0.0000025793	-93.2047452326	0.0071974932	178.2143236533
700.0000000000	0.0000023767	-96.0015251336	0.0070136053	178.1468273440
800.0000000000	0.0000024989	-94.3489672661	0.0068380713	178.1940522748
900.0000000000	0.0000028967	-96.5290313221	0.0066546702	178.0877038714
1000.0000000000	0.0000027281	-95.2856346459	0.0064873280	178.1170347809
1100.0000000000	0.0000029094	-98.3680232247	0.0062965792	178.1319456927
1200.0000000000	0.0000028544	-95.0196729971	0.0061170975	178.0410990543
1300.0000000000	0.0000029382	-95.7619593212	0.0059482066	177.9008631642
1400.0000000000	0.0000030674	-95.7154882035	0.0057678378	177.9553781656
1500.0000000000	0.0000032963	-93.5392293158	0.0055879565	177.8898235960
1600.0000000000	0.0000031673	-94.7601980874	0.0054091547	177.8738531324
1700.0000000000	0.0000032042	-92.4242014838	0.0052189115	177.8597521543
1800.0000000000	0.0000032595	-93.3279969606	0.0050532795	177.7070678842
1900.0000000000	0.0000034934	-94.2787427679	0.0048721069	177.6577239920
2000.0000000000	0.0000035507	-93.8692415846	0.0046880029	177.6624622688
1900.0000000000	0.0000036701	-93.7066553216	0.0048693355	177.6511200549
1800.0000000000	0.0000033972	-93.7019270259	0.0050575396	177.6476894502
1700.0000000000	0.0000033029	-95.3940998554	0.0052355964	177.7445707828
1600.0000000000	0.0000031609	-94.0393450381	0.0054070228	177.8031912718
1500.0000000000	0.0000031682	-96.9437203890	0.0055937292	177.8774888340
1400.0000000000	0.0000030628	-94.7666064022	0.0057707258	177.9022267199
1300.0000000000	0.0000031377	-96.3800388125	0.0059539227	177.9072473849
1200.0000000000	0.0000030086	-95.1214635046	0.0061320849	177.9701883647
1100.0000000000	0.0000027755	-96.0143577769	0.0063182357	177.9461284769
1000.0000000000	0.0000029490	-95.5321717219	0.0064957772	178.0136139260
900.0000000000	0.0000027600	-94.9364097050	0.0066768871	178.1025265048
800.0000000000	0.0000026134	-96.1288509998	0.0068550622	178.1032701471
700.0000000000	0.0000026680	-94.7353946938	0.0070263167	178.1420541920
600.0000000000	0.0000026380	-98.1903970695	0.0072159658	178.1478055451
500.0000000000	0.0000025461	-95.1744871289	0.0074012938	178.1281971406
400.0000000000	0.0000023996	-95.5755014211	0.0075753694	178.1631679558
300.0000000000	0.0000023581	-96.6994967222	0.0077446816	178.2032151938
200.0000000000	0.0000022221	-97.9745641791	0.0079290688	178.1923797828
100.0000000000	0.0000021159	-97.8821099800	0.0081082269	178.3074217879
0.0000000000	0.0000019869	-93.1571277660	0.0082870900	178.3015127489
-100.0000000000	0.0000019518	-97.3504024875	0.0084749239	178.3345153333
-200.0000000000	0.0000018683	-98.6605452395	0.0086538829	178.2646307583
-300.0000000000	0.0000019077	-95.5792514416	0.0088330460	178.3474094611
-400.0000000000	0.0000018123	-101.3239784799	0.0090030030	178.2989317522
-500.0000000000	0.0000017503	-101.1248672110	0.0091799147	178.3585568310
-600.0000000000	0.0000015625	-103.0498560758	0.0093567159	178.3692409706
-700.0000000000	0.0000015412	-104.6338299715	0.0095176912	178.4351445916
-800.0000000000	0.0000013520	-101.4975199998	0.0096936609	178.3105078887
-900.0000000000	0.0000014700	-101.3248840688	0.0098710534	178.4192706762
-1000.0000000000	0.0000013757	-99.8776991787	0.0100366755	178.4513518491
-1100.0000000000	0.0000013831	-107.5698314926	0.0101881761	178.9177068671
-1200.0000000000	0.0000012408	-103.6120535844	0.0103522320	178.9652160204
-1300.0000000000	0.0000010820	-113.4067035820	0.0105224289	178.9703957109
-1400.0000000000	0.0000011419	-101.6627596245	0.0107080487	178.9202539833
-1500.0000000000	0.0000009432	-107.8457211519	0.0108822978	178.9628622599
-1600.0000000000	0.0000009133	-105.4613548448	0.0110654221	178.9501935070
-1700.0000000000	0.0000007154	-111.3376743487	0.0112274085	178.9442342270
-1800.0000000000	0.0000006452	-111.7914169007	0.0114019403	178.9982323645
-1900.0000000000	0.0000005588	-121.0549513226	0.0115854994	178.9540604724
-2000.0000000000	0.0000006042	-114.5331594356	0.0117496056	178.9564884275
