MoTe2 scan
Current Position 
70.000
R(V)	Theta
0.001095	-50.314762
0.001095	-50.322764
0.001094	-50.331368
0.001093	-50.340371
0.001093	-50.349620
0.001092	-50.359118
0.001091	-50.369010
0.001091	-50.379573
0.001090	-50.390849
0.001089	-50.402852
0.001088	-50.415549
0.001087	-50.428654
0.001086	-50.442080
0.001085	-50.455580
0.001084	-50.469269
0.001083	-50.483206
0.001082	-50.497471
0.001081	-50.512095
0.001080	-50.526824
0.001078	-50.541615
0.001077	-50.556565
0.001076	-50.571736
0.001075	-50.586810
0.001074	-50.601264
0.001073	-50.614711
0.001072	-50.627012
0.001071	-50.637996
0.001070	-50.647495
0.001069	-50.655570
0.001068	-50.661834
0.001067	-50.666420
0.001067	-50.669157
0.001066	-50.670115
0.001065	-50.669570
0.001064	-50.667705
Mean R	Std.Dev R
0.001079	9.605067E-6
Mean T	Std.Dev T
-50.343230	0.147315
Current Position 
69.820
R(V)	Theta
0.001073	-50.000739
0.001073	-50.002005
0.001073	-50.003243
0.001073	-50.004783
0.001073	-50.006422
0.001073	-50.007912
0.001072	-50.009052
0.001072	-50.009738
0.001072	-50.009535
0.001072	-50.008715
0.001072	-50.007366
0.001071	-50.005240
0.001071	-50.002220
0.001071	-49.998146
0.001071	-49.993218
0.001070	-49.987382
0.001070	-49.980829
0.001070	-49.974194
0.001070	-49.967759
0.001069	-49.961887
0.001069	-49.956973
0.001069	-49.952854
0.001069	-49.949210
0.001069	-49.946125
0.001069	-49.943658
0.001069	-49.941829
0.001069	-49.940402
0.001069	-49.939141
0.001069	-49.937886
0.001069	-49.936777
0.001069	-49.936083
0.001069	-49.935746
0.001069	-49.935648
0.001069	-49.935630
0.001069	-49.935505
0.001070	-49.935231
0.001070	-49.935102
0.001070	-49.935456
0.001070	-49.936071
0.001070	-49.936725
0.001070	-49.937427
0.001070	-49.938092
0.001070	-49.938710
0.001070	-49.939590
0.001070	-49.940626
0.001069	-49.941548
0.001069	-49.942099
0.001069	-49.942300
0.001069	-49.942178
0.001069	-49.941318
0.001069	-49.939619
0.001069	-49.937000
0.001069	-49.933922
0.001068	-49.930819
0.001068	-49.927950
0.001068	-49.925363
0.001068	-49.923020
0.001068	-49.920822
0.001068	-49.918792
0.001068	-49.917161
0.001068	-49.915912
0.001068	-49.914862
0.001068	-49.913662
0.001068	-49.912314
0.001069	-49.911011
0.001069	-49.909885
0.001069	-49.908734
0.001069	-49.907567
0.001069	-49.906401
0.001069	-49.905284
0.001069	-49.904342
0.001069	-49.903648
0.001069	-49.903175
0.001069	-49.902885
0.001069	-49.903000
0.001069	-49.903556
0.001069	-49.904264
0.001069	-49.905115
0.001069	-49.905875
0.001069	-49.906511
0.001068	-49.907438
0.001068	-49.908967
0.001068	-49.911053
0.001068	-49.913349
0.001068	-49.915368
0.001067	-49.916808
0.001067	-49.917668
0.001067	-49.918000
0.001066	-49.917908
0.001066	-49.917135
0.001066	-49.915759
0.001065	-49.913936
0.001065	-49.911811
0.001064	-49.909541
0.001064	-49.907216
0.001064	-49.904860
0.001063	-49.902454
0.001063	-49.900000
0.001063	-49.897652
0.001063	-49.895729
Mean R	Std.Dev R
0.001069	2.163215E-6
Mean T	Std.Dev T
-49.937715	0.033625
Current Position 
69.805
R(V)	Theta
0.001052	-49.947204
0.001052	-49.948564
0.001052	-49.950235
0.001052	-49.952222
0.001053	-49.956825
0.001053	-49.956825
0.001053	-49.959205
0.001053	-49.964688
0.001054	-49.968137
0.001054	-49.968137
0.001055	-49.975962
0.001055	-49.975962
0.001055	-49.984254
0.001056	-49.988459
0.001056	-49.992472
0.001056	-49.992472
0.001057	-50.000682
0.001057	-50.005004
0.001057	-50.005004
0.001058	-50.013718
0.001058	-50.017889
0.001059	-50.021982
0.001059	-50.025994
0.001059	-50.029796
0.001060	-50.033673
0.001060	-50.037859
0.001060	-50.042723
0.001061	-50.048181
0.001061	-50.054297
0.001061	-50.061101
0.001061	-50.068683
0.001062	-50.076893
0.001062	-50.085651
0.001062	-50.094688
0.001063	-50.104001
0.001063	-50.113568
0.001063	-50.123463
0.001063	-50.133914
0.001064	-50.144903
0.001064	-50.156577
0.001064	-50.169229
0.001064	-50.182649
0.001064	-50.196526
0.001064	-50.210549
0.001064	-50.224589
0.001064	-50.238463
0.001064	-50.252249
0.001064	-50.266221
0.001064	-50.280173
0.001063	-50.293862
0.001063	-50.307241
0.001063	-50.320248
0.001063	-50.332736
0.001063	-50.344757
0.001062	-50.356301
0.001062	-50.367403
0.001062	-50.377648
0.001062	-50.387393
0.001061	-50.396790
0.001061	-50.405991
0.001061	-50.414612
0.001061	-50.422588
0.001060	-50.429940
0.001060	-50.436649
0.001060	-50.442806
0.001060	-50.448602
0.001060	-50.454009
0.001059	-50.458757
0.001059	-50.462804
0.001059	-50.466361
0.001059	-50.469632
0.001059	-50.472679
0.001059	-50.475436
0.001059	-50.477909
0.001059	-50.480165
0.001059	-50.482159
0.001058	-50.483913
0.001058	-50.485540
0.001058	-50.487249
0.001058	-50.488867
0.001058	-50.490594
0.001058	-50.492276
0.001058	-50.494002
0.001058	-50.495809
0.001058	-50.497714
0.001058	-50.499610
0.001058	-50.501285
0.001058	-50.502648
0.001058	-50.503773
0.001058	-50.504570
0.001058	-50.505017
0.001058	-50.505250
0.001058	-50.505127
0.001058	-50.504732
0.001058	-50.504394
0.001058	-50.504527
0.001058	-50.505319
0.001058	-50.506788
0.001058	-50.508942
0.001059	-50.511739
Mean R	Std.Dev R
0.001059	3.182723E-6
Mean T	Std.Dev T
-50.261777	0.213019
Current Position 
69.790
R(V)	Theta
0.001068	-50.389725
0.001068	-50.390863
0.001068	-50.392079
0.001068	-50.393401
0.001067	-50.394805
0.001067	-50.396331
0.001067	-50.397831
0.001067	-50.399215
0.001066	-50.400551
0.001066	-50.401596
0.001066	-50.402393
0.001066	-50.402852
0.001066	-50.402850
0.001066	-50.402392
0.001066	-50.401464
0.001066	-50.400169
0.001066	-50.398699
0.001066	-50.397085
0.001066	-50.395224
0.001066	-50.393080
0.001066	-50.390627
0.001066	-50.387786
0.001067	-50.384413
0.001067	-50.380374
0.001067	-50.375705
0.001068	-50.370726
0.001068	-50.365551
0.001068	-50.360059
0.001069	-50.354525
0.001069	-50.349018
0.001070	-50.343493
0.001070	-50.338018
0.001071	-50.332407
0.001071	-50.326567
0.001072	-50.313391
0.001072	-50.313391
0.001073	-50.305650
0.001073	-50.296999
0.001074	-50.288141
0.001074	-50.279239
0.001075	-50.261230
0.001075	-50.261230
0.001076	-50.252187
0.001077	-50.234844
0.001077	-50.226171
0.001077	-50.226171
0.001078	-50.208713
0.001078	-50.200016
0.001079	-50.191351
0.001079	-50.182866
0.001080	-50.174571
0.001080	-50.166393
0.001080	-50.158437
0.001081	-50.150871
0.001081	-50.143953
0.001081	-50.137821
0.001082	-50.132399
0.001082	-50.127374
0.001082	-50.122907
0.001082	-50.118961
0.001082	-50.115379
0.001082	-50.112133
0.001082	-50.109159
0.001082	-50.106452
0.001082	-50.103902
0.001082	-50.101735
0.001082	-50.100018
0.001082	-50.098787
0.001082	-50.098004
0.001082	-50.097582
0.001082	-50.097537
0.001082	-50.097506
0.001081	-50.097080
0.001081	-50.096155
0.001081	-50.094612
0.001081	-50.092425
0.001081	-50.089702
0.001081	-50.086496
0.001081	-50.082632
0.001081	-50.078016
0.001081	-50.073273
0.001081	-50.068595
0.001081	-50.063915
0.001081	-50.059537
0.001081	-50.055717
0.001081	-50.052624
0.001081	-50.050084
0.001081	-50.047799
0.001081	-50.045631
0.001081	-50.043674
0.001081	-50.041795
0.001081	-50.039708
0.001081	-50.037279
0.001081	-50.034361
0.001081	-50.031221
0.001081	-50.028109
0.001081	-50.025128
0.001081	-50.022277
0.001081	-50.019116
0.001081	-50.015297
Mean R	Std.Dev R
0.001076	6.434895E-6
Mean T	Std.Dev T
-50.212976	0.140502
Current Position 
69.775
R(V)	Theta
0.001082	-50.475082
0.001082	-50.481806
0.001081	-50.487402
0.001081	-50.491765
0.001081	-50.494867
0.001080	-50.496977
0.001080	-50.498435
0.001080	-50.499245
0.001079	-50.499462
0.001079	-50.499026
0.001079	-50.498244
0.001079	-50.497178
0.001079	-50.495848
0.001079	-50.494238
0.001079	-50.492340
0.001079	-50.490054
0.001079	-50.487432
0.001079	-50.484627
0.001079	-50.481765
0.001079	-50.479031
0.001080	-50.476359
0.001080	-50.473878
0.001080	-50.471573
0.001080	-50.469258
0.001080	-50.467017
0.001080	-50.462952
0.001080	-50.461065
0.001080	-50.461065
0.001080	-50.457026
0.001080	-50.457026
0.001080	-50.454254
0.001080	-50.446929
0.001080	-50.442511
0.001080	-50.442511
0.001079	-50.432442
0.001079	-50.427050
0.001079	-50.421252
0.001079	-50.414845
0.001079	-50.407887
0.001079	-50.407887
0.001079	-50.393296
0.001079	-50.385803
0.001079	-50.385803
0.001078	-50.370925
0.001078	-50.364117
0.001078	-50.364117
0.001078	-50.351591
0.001078	-50.345681
0.001078	-50.345681
0.001078	-50.333915
0.001078	-50.327788
0.001078	-50.321451
0.001078	-50.315184
0.001078	-50.309175
0.001078	-50.303469
0.001078	-50.298193
0.001078	-50.293458
0.001078	-50.289228
0.001078	-50.285330
0.001078	-50.281740
0.001078	-50.278301
0.001078	-50.274802
0.001078	-50.271182
0.001078	-50.267656
0.001078	-50.264374
0.001078	-50.261148
0.001078	-50.258105
0.001078	-50.255141
0.001078	-50.251975
0.001078	-50.248399
0.001079	-50.244290
0.001079	-50.239515
0.001079	-50.233707
0.001079	-50.226685
0.001079	-50.218119
0.001079	-50.208271
0.001079	-50.197339
0.001079	-50.185370
0.001080	-50.172648
0.001080	-50.159666
0.001080	-50.146257
0.001080	-50.132450
0.001080	-50.118467
0.001081	-50.104276
0.001081	-50.089883
0.001081	-50.075231
0.001082	-50.060315
0.001082	-50.045282
0.001082	-50.030286
0.001082	-50.015406
0.001083	-50.000914
0.001083	-49.986974
0.001083	-49.973660
0.001084	-49.961160
0.001084	-49.949649
0.001084	-49.938797
0.001085	-49.928225
0.001085	-49.918202
0.001086	-49.908994
0.001086	-49.900828
Mean R	Std.Dev R
0.001080	1.850763E-6
Mean T	Std.Dev T
-50.304475	0.176412
Current Position 
69.760
R(V)	Theta
0.001071	-50.249257
0.001070	-50.252058
0.001070	-50.253815
0.001069	-50.254390
0.001069	-50.253939
0.001069	-50.252769
0.001068	-50.251002
0.001068	-50.248521
0.001068	-50.245569
0.001068	-50.242334
0.001067	-50.238678
0.001067	-50.234656
0.001067	-50.230294
0.001067	-50.225685
0.001067	-50.221422
0.001067	-50.217674
0.001067	-50.214330
0.001067	-50.210989
0.001067	-50.207476
0.001068	-50.203896
0.001068	-50.199954
0.001068	-50.195556
0.001069	-50.190900
0.001069	-50.185948
0.001069	-50.180708
0.001070	-50.175271
0.001070	-50.169739
0.001071	-50.164094
0.001071	-50.158458
0.001072	-50.152818
0.001072	-50.147435
0.001073	-50.142373
0.001073	-50.137496
0.001073	-50.132984
0.001074	-50.128626
0.001074	-50.124415
0.001075	-50.120416
0.001075	-50.116688
0.001076	-50.113312
0.001076	-50.110374
0.001076	-50.107778
0.001077	-50.105520
0.001077	-50.103458
0.001077	-50.101763
0.001078	-50.100422
0.001078	-50.099305
0.001078	-50.098574
0.001078	-50.098150
0.001078	-50.097816
0.001077	-50.096408
0.001077	-50.096408
0.001077	-50.095117
0.001077	-50.091521
0.001076	-50.089514
0.001076	-50.089514
0.001075	-50.083840
0.001075	-50.080402
0.001075	-50.080402
0.001074	-50.072361
0.001074	-50.067664
0.001073	-50.062093
0.001073	-50.055730
0.001072	-50.048573
0.001072	-50.040640
0.001071	-50.031803
0.001071	-50.022216
0.001071	-50.022216
0.001070	-50.003089
0.001070	-49.994261
0.001070	-49.985977
0.001070	-49.978154
0.001070	-49.970786
0.001070	-49.970786
0.001069	-49.956975
0.001069	-49.949830
0.001069	-49.942601
0.001069	-49.935429
0.001069	-49.928190
0.001069	-49.920940
0.001069	-49.913853
0.001069	-49.906846
0.001070	-49.899670
0.001070	-49.892380
0.001070	-49.885049
0.001071	-49.877935
0.001071	-49.871150
0.001072	-49.864538
0.001072	-49.857960
0.001073	-49.851482
0.001074	-49.845384
0.001074	-49.840205
0.001075	-49.836193
0.001076	-49.833072
0.001077	-49.830533
0.001078	-49.828390
0.001079	-49.826759
0.001080	-49.826059
0.001081	-49.826334
0.001082	-49.827519
0.001083	-49.829670
Mean R	Std.Dev R
0.001072	3.879830E-6
Mean T	Std.Dev T
-50.064035	0.136797
Current Position 
69.745
R(V)	Theta
0.001092	-49.895088
0.001092	-49.887934
0.001092	-49.881088
0.001092	-49.874218
0.001092	-49.867067
0.001092	-49.859710
0.001092	-49.852285
0.001091	-49.844691
0.001091	-49.836470
0.001091	-49.827823
0.001090	-49.818455
0.001090	-49.808291
0.001089	-49.797747
0.001088	-49.787194
0.001087	-49.776614
0.001087	-49.765906
0.001086	-49.755227
0.001085	-49.744799
0.001084	-49.735102
0.001083	-49.726387
0.001082	-49.718658
0.001081	-49.712228
0.001081	-49.707004
0.001080	-49.703022
0.001079	-49.700260
0.001078	-49.698663
0.001077	-49.698233
0.001077	-49.699060
0.001076	-49.701399
0.001076	-49.705088
0.001075	-49.709986
0.001075	-49.715977
0.001074	-49.723277
0.001074	-49.731977
0.001074	-49.741972
0.001073	-49.752723
0.001073	-49.764126
0.001073	-49.776508
0.001072	-49.789521
0.001072	-49.803376
0.001072	-49.817815
0.001071	-49.832796
0.001071	-49.848342
0.001071	-49.864209
0.001070	-49.880008
0.001070	-49.895428
0.001069	-49.910493
0.001069	-49.925434
0.001068	-49.940367
0.001067	-49.955228
0.001067	-49.969942
0.001066	-49.984464
0.001065	-49.998687
0.001064	-50.012603
0.001064	-50.026203
0.001063	-50.039402
0.001062	-50.051809
0.001061	-50.063482
0.001060	-50.074437
0.001060	-50.084877
0.001059	-50.094970
0.001058	-50.104868
0.001058	-50.114714
0.001057	-50.124756
0.001057	-50.135051
0.001056	-50.145860
0.001056	-50.157559
0.001056	-50.169631
0.001056	-50.182099
0.001056	-50.194847
0.001056	-50.207894
0.001056	-50.221013
0.001056	-50.234129
0.001056	-50.247053
0.001056	-50.259668
0.001057	-50.271963
0.001057	-50.284223
0.001057	-50.296356
0.001058	-50.308006
0.001058	-50.319162
0.001058	-50.329912
0.001058	-50.340159
0.001058	-50.349744
0.001059	-50.358551
0.001059	-50.366516
0.001059	-50.373391
0.001059	-50.379012
0.001059	-50.383677
0.001059	-50.391035
0.001059	-50.394294
0.001058	-50.397525
0.001058	-50.400655
0.001058	-50.403627
0.001058	-50.403627
0.001058	-50.408977
0.001058	-50.411407
0.001059	-50.413796
0.001059	-50.415958
0.001059	-50.417896
0.001059	-50.417896
Mean R	Std.Dev R
0.001069	1.244178E-5
Mean T	Std.Dev T
-50.019027	0.252504
Current Position 
69.730
R(V)	Theta
0.001053	-50.072685
0.001053	-50.050970
0.001053	-50.029979
0.001054	-50.010042
0.001054	-49.991041
0.001054	-49.972867
0.001054	-49.955483
0.001055	-49.938968
0.001055	-49.923551
0.001055	-49.909117
0.001056	-49.895590
0.001056	-49.882817
0.001056	-49.870969
0.001057	-49.860411
0.001057	-49.851262
0.001057	-49.843431
0.001058	-49.836763
0.001058	-49.831062
0.001058	-49.826342
0.001059	-49.822708
0.001059	-49.819851
0.001060	-49.817576
0.001060	-49.815787
0.001060	-49.814628
0.001061	-49.814055
0.001061	-49.813958
0.001062	-49.814362
0.001062	-49.815136
0.001063	-49.816040
0.001063	-49.817059
0.001064	-49.818245
0.001064	-49.819992
0.001064	-49.822814
0.001065	-49.826754
0.001065	-49.831573
0.001065	-49.836996
0.001066	-49.842630
0.001066	-49.848360
0.001066	-49.854035
0.001067	-49.859514
0.001067	-49.864900
0.001067	-49.870262
0.001068	-49.875775
0.001068	-49.881595
0.001069	-49.887793
0.001069	-49.894440
0.001069	-49.901269
0.001070	-49.908472
0.001070	-49.915883
0.001070	-49.923638
0.001071	-49.931753
0.001071	-49.940202
0.001072	-49.949210
0.001072	-49.958792
0.001073	-49.969081
0.001073	-49.980242
0.001073	-49.992114
0.001074	-50.004573
0.001074	-50.017309
0.001075	-50.030008
0.001075	-50.042550
0.001076	-50.055039
0.001076	-50.067433
0.001076	-50.079759
0.001077	-50.092027
0.001077	-50.104203
0.001077	-50.116304
0.001078	-50.128105
0.001078	-50.139470
0.001079	-50.150365
0.001079	-50.160576
0.001080	-50.170074
0.001080	-50.179031
0.001081	-50.187383
0.001081	-50.195003
0.001082	-50.201952
0.001083	-50.208044
0.001083	-50.213410
0.001084	-50.217985
0.001084	-50.221843
0.001085	-50.224914
0.001086	-50.227125
0.001086	-50.228672
0.001087	-50.229580
0.001088	-50.229962
0.001088	-50.229944
0.001089	-50.229652
0.001089	-50.229266
0.001090	-50.228751
0.001091	-50.227973
0.001091	-50.227001
0.001092	-50.225942
0.001092	-50.224760
0.001093	-50.223715
0.001093	-50.222864
0.001094	-50.222184
0.001094	-50.221712
0.001094	-50.221497
0.001095	-50.221565
0.001095	-50.221799
Mean R	Std.Dev R
0.001072	1.255298E-5
Mean T	Std.Dev T
-50.010422	0.158960
Current Position 
69.715
R(V)	Theta
0.001092	-49.873103
0.001092	-49.871206
0.001092	-49.869502
0.001092	-49.868225
0.001092	-49.867233
0.001092	-49.866669
0.001092	-49.866694
0.001092	-49.867213
0.001092	-49.868375
0.001092	-49.869894
0.001092	-49.871682
0.001092	-49.873627
0.001092	-49.875628
0.001092	-49.877739
0.001092	-49.880006
0.001091	-49.882314
0.001091	-49.884687
0.001091	-49.887089
0.001091	-49.889363
0.001090	-49.891898
0.001090	-49.894897
0.001090	-49.898687
0.001090	-49.903377
0.001089	-49.908543
0.001089	-49.913965
0.001089	-49.919637
0.001088	-49.925535
0.001088	-49.931361
0.001088	-49.936868
0.001088	-49.941631
0.001087	-49.945702
0.001087	-49.949096
0.001087	-49.952219
0.001087	-49.955297
0.001087	-49.958154
0.001086	-49.960856
0.001086	-49.963455
0.001086	-49.966126
0.001086	-49.968964
0.001086	-49.972009
0.001086	-49.975175
0.001085	-49.978205
0.001085	-49.980940
0.001085	-49.983288
0.001085	-49.985207
0.001085	-49.986631
0.001084	-49.987604
0.001084	-49.988012
0.001084	-49.987767
0.001083	-49.986814
0.001083	-49.984531
0.001083	-49.980810
0.001082	-49.975947
0.001082	-49.970588
0.001082	-49.965018
0.001082	-49.959080
0.001081	-49.952506
0.001081	-49.945563
0.001081	-49.938316
0.001081	-49.930847
0.001080	-49.923144
0.001080	-49.915284
0.001080	-49.906956
0.001080	-49.898259
0.001079	-49.889184
0.001079	-49.879787
0.001079	-49.870332
0.001079	-49.860981
0.001079	-49.851636
0.001079	-49.842052
0.001078	-49.832093
0.001078	-49.821752
0.001078	-49.811013
0.001078	-49.800033
0.001078	-49.788735
0.001078	-49.777070
0.001078	-49.765125
0.001078	-49.752982
0.001079	-49.740902
0.001079	-49.728833
0.001079	-49.716595
0.001079	-49.704262
0.001079	-49.691928
0.001079	-49.679870
0.001079	-49.668189
0.001079	-49.656705
0.001080	-49.645922
0.001080	-49.635758
0.001080	-49.626025
0.001080	-49.616788
0.001080	-49.608217
0.001080	-49.600661
0.001081	-49.594311
0.001081	-49.589258
0.001081	-49.585440
0.001081	-49.582673
0.001081	-49.580877
0.001081	-49.579813
0.001081	-49.579284
0.001082	-49.579233
Mean R	Std.Dev R
0.001084	4.969466E-6
Mean T	Std.Dev T
-49.848893	0.127305
Current Position 
69.700
R(V)	Theta
0.001086	-50.107609
0.001087	-50.113385
0.001088	-50.118613
0.001088	-50.123331
0.001089	-50.127590
0.001090	-50.131610
0.001091	-50.135652
0.001092	-50.139626
0.001092	-50.143422
0.001093	-50.146921
0.001094	-50.150233
0.001095	-50.155477
0.001095	-50.155477
0.001095	-50.157282
0.001096	-50.158300
0.001097	-50.158429
0.001097	-50.157810
0.001098	-50.155257
0.001099	-50.153298
0.001099	-50.153298
0.001099	-50.148765
0.001100	-50.146531
0.001100	-50.144432
0.001100	-50.142387
0.001100	-50.140281
0.001101	-50.137913
0.001101	-50.135210
0.001101	-50.132145
0.001101	-50.128631
0.001101	-50.124828
0.001101	-50.120846
0.001101	-50.116523
0.001100	-50.111980
0.001100	-50.107216
0.001100	-50.102123
0.001099	-50.096840
0.001099	-50.091426
0.001099	-50.086020
0.001098	-50.080825
0.001098	-50.075652
0.001097	-50.070559
0.001096	-50.065492
0.001096	-50.060444
0.001095	-50.055690
0.001095	-50.051198
0.001094	-50.046981
0.001093	-50.043117
0.001093	-50.039533
0.001092	-50.036126
0.001091	-50.033043
0.001090	-50.030278
0.001090	-50.027864
0.001089	-50.026020
0.001088	-50.024896
0.001088	-50.024539
0.001087	-50.024964
0.001086	-50.026079
0.001085	-50.027863
0.001085	-50.030555
0.001084	-50.034097
0.001083	-50.038145
0.001083	-50.042407
0.001082	-50.047015
0.001081	-50.052387
0.001081	-50.058465
0.001080	-50.065449
0.001080	-50.073248
0.001080	-50.081604
0.001079	-50.090802
0.001079	-50.100729
0.001079	-50.111414
0.001079	-50.122758
0.001078	-50.134970
0.001078	-50.147958
0.001078	-50.161476
0.001078	-50.175445
0.001077	-50.190006
0.001077	-50.205124
0.001077	-50.220657
0.001076	-50.236575
0.001076	-50.252707
0.001075	-50.269243
0.001075	-50.285941
0.001074	-50.302801
0.001074	-50.319729
0.001073	-50.336533
0.001072	-50.352820
0.001072	-50.368235
0.001071	-50.382739
0.001071	-50.396283
0.001070	-50.408676
0.001069	-50.419809
0.001069	-50.429520
0.001068	-50.437691
0.001068	-50.444133
0.001068	-50.448868
0.001068	-50.451860
0.001067	-50.453606
0.001067	-50.454137
0.001067	-50.453313
Mean R	Std.Dev R
0.001087	1.085915E-5
Mean T	Std.Dev T
-50.160178	0.125186
Current Position 
69.685
R(V)	Theta
0.001077	-50.166351
0.001078	-50.161672
0.001078	-50.156396
0.001079	-50.150506
0.001080	-50.144337
0.001080	-50.138032
0.001081	-50.131570
0.001081	-50.124775
0.001082	-50.118066
0.001082	-50.112092
0.001082	-50.107015
0.001083	-50.099759
0.001083	-50.099759
0.001084	-50.097431
0.001084	-50.094772
0.001085	-50.094251
0.001085	-50.094251
0.001085	-50.094357
0.001085	-50.095260
0.001085	-50.096406
0.001086	-50.097958
0.001086	-50.099711
0.001086	-50.101358
0.001086	-50.102523
0.001086	-50.103246
0.001086	-50.103415
0.001087	-50.102894
0.001087	-50.101432
0.001087	-50.098890
0.001087	-50.095592
0.001087	-50.091756
0.001087	-50.087518
0.001087	-50.083094
0.001088	-50.078327
0.001088	-50.073024
0.001088	-50.067384
0.001088	-50.061562
0.001088	-50.055470
0.001088	-50.049325
0.001089	-50.043480
0.001089	-50.038464
0.001089	-50.034602
0.001089	-50.031939
0.001089	-50.030486
0.001089	-50.030208
0.001089	-50.031244
0.001089	-50.033601
0.001090	-50.037428
0.001090	-50.042295
0.001090	-50.048262
0.001090	-50.055033
0.001090	-50.062273
0.001090	-50.069920
0.001090	-50.077670
0.001090	-50.085145
0.001090	-50.092805
0.001090	-50.100945
0.001090	-50.109667
0.001090	-50.119083
0.001090	-50.129314
0.001090	-50.140503
0.001090	-50.152533
0.001090	-50.165225
0.001090	-50.178378
0.001090	-50.191927
0.001090	-50.205968
0.001090	-50.220611
0.001090	-50.235678
0.001091	-50.250734
0.001091	-50.265219
0.001091	-50.278824
0.001091	-50.291571
0.001091	-50.303578
0.001091	-50.315405
0.001091	-50.326480
0.001091	-50.336233
0.001092	-50.344762
0.001092	-50.351879
0.001092	-50.357844
0.001092	-50.362555
0.001092	-50.366222
0.001093	-50.369100
0.001093	-50.371305
0.001093	-50.373049
0.001093	-50.374687
0.001094	-50.377276
0.001094	-50.380796
0.001094	-50.385018
0.001094	-50.389716
0.001095	-50.394647
0.001095	-50.399446
0.001095	-50.403838
0.001095	-50.407888
0.001095	-50.411559
0.001095	-50.414761
0.001095	-50.417501
0.001095	-50.419908
0.001095	-50.422030
0.001095	-50.423807
0.001095	-50.425114
Mean R	Std.Dev R
0.001089	4.355902E-6
Mean T	Std.Dev T
-50.185390	0.133153
Current Position 
69.670
R(V)	Theta
0.001096	-49.924062
0.001096	-49.915119
0.001096	-49.906570
0.001097	-49.898349
0.001097	-49.890236
0.001097	-49.881974
0.001098	-49.873727
0.001098	-49.865585
0.001098	-49.857503
0.001099	-49.849296
0.001099	-49.840997
0.001099	-49.832638
0.001099	-49.824279
0.001100	-49.815839
0.001100	-49.807323
0.001100	-49.798830
0.001100	-49.790336
0.001100	-49.781635
0.001100	-49.772707
0.001100	-49.763758
0.001100	-49.755017
0.001100	-49.746584
0.001100	-49.738553
0.001100	-49.731096
0.001099	-49.724630
0.001099	-49.719389
0.001098	-49.711715
0.001098	-49.709171
0.001098	-49.709171
0.001097	-49.707273
0.001097	-49.708028
0.001097	-49.708028
0.001096	-49.713051
0.001096	-49.713051
0.001095	-49.721514
0.001095	-49.726570
0.001094	-49.731959
0.001094	-49.737689
0.001093	-49.743940
0.001093	-49.751050
0.001093	-49.758881
0.001092	-49.766874
0.001092	-49.774845
0.001091	-49.782595
0.001091	-49.789882
0.001091	-49.796589
0.001090	-49.802494
0.001090	-49.807633
0.001090	-49.811889
0.001089	-49.815379
0.001089	-49.817977
0.001089	-49.819481
0.001089	-49.819672
0.001089	-49.818610
0.001089	-49.816709
0.001089	-49.814335
0.001089	-49.812049
0.001088	-49.809864
0.001088	-49.807698
0.001088	-49.805654
0.001088	-49.803692
0.001088	-49.801851
0.001088	-49.800205
0.001088	-49.798912
0.001088	-49.798300
0.001088	-49.798667
0.001088	-49.800122
0.001088	-49.802414
0.001088	-49.805416
0.001088	-49.809094
0.001088	-49.813314
0.001087	-49.818053
0.001087	-49.823022
0.001087	-49.827880
0.001087	-49.832689
0.001087	-49.837324
0.001087	-49.841406
0.001087	-49.844657
0.001087	-49.847168
0.001087	-49.849037
0.001086	-49.850391
0.001086	-49.851495
0.001086	-49.852688
0.001086	-49.853884
0.001086	-49.854848
0.001086	-49.855815
0.001086	-49.856809
0.001086	-49.857817
0.001087	-49.858821
0.001087	-49.859826
0.001087	-49.860589
0.001087	-49.860997
0.001087	-49.861072
0.001088	-49.861001
0.001088	-49.860858
0.001088	-49.860659
0.001088	-49.860236
0.001089	-49.859598
0.001089	-49.858597
0.001089	-49.857269
Mean R	Std.Dev R
0.001092	5.034383E-6
Mean T	Std.Dev T
-49.809538	0.053102
Current Position 
69.655
R(V)	Theta
0.001095	-49.633864
0.001095	-49.633119
0.001095	-49.632733
0.001095	-49.632744
0.001095	-49.633216
0.001096	-49.633958
0.001096	-49.634912
0.001096	-49.636074
0.001096	-49.637404
0.001096	-49.639094
0.001096	-49.641338
0.001096	-49.643935
0.001097	-49.647042
0.001097	-49.650733
0.001097	-49.654783
0.001097	-49.659246
0.001097	-49.664556
0.001098	-49.670874
0.001098	-49.678205
0.001098	-49.686527
0.001098	-49.695528
0.001098	-49.705813
0.001098	-49.717337
0.001099	-49.729603
0.001099	-49.742502
0.001099	-49.756013
0.001099	-49.783601
0.001099	-49.783601
0.001099	-49.797347
0.001099	-49.826139
0.001099	-49.841713
0.001099	-49.841713
0.001099	-49.873951
0.001099	-49.889835
0.001099	-49.889835
0.001099	-49.920659
0.001098	-49.935556
0.001098	-49.950060
0.001098	-49.964552
0.001098	-49.978899
0.001097	-49.993381
0.001097	-50.008200
0.001096	-50.023316
0.001096	-50.038254
0.001095	-50.052557
0.001095	-50.066103
0.001094	-50.079487
0.001093	-50.092780
0.001093	-50.105848
0.001092	-50.118564
0.001091	-50.130937
0.001090	-50.143076
0.001089	-50.154937
0.001088	-50.166324
0.001087	-50.176984
0.001086	-50.186770
0.001085	-50.196075
0.001084	-50.205225
0.001083	-50.214091
