-5000.0000000000	0.0001826802	-0.8805352849	0.0069811562	46.8848425516
-4000.0000000000	0.0001891728	-0.8858098620	0.0069905924	46.7941987951
-3000.0000000000	0.0002054201	-0.5883623266	0.0070092499	46.6974144077
-2000.0000000000	0.0002215189	-0.8329792499	0.0070267968	46.6038353694
-1000.0000000000	0.0002411137	-0.4669543875	0.0070249176	46.5247749240
0.0000000000	0.0002530217	-0.2560853835	0.0070172720	46.4938164855
1000.0000000000	0.0002478970	-0.4959700484	0.0070109315	46.4679181290
2000.0000000000	0.0002293752	-0.7504561079	0.0070019910	46.5133484272
3000.0000000000	0.0002010636	-1.0129483409	0.0069741433	46.5810336355
4000.0000000000	0.0001813321	0.1782778188	0.0069345691	46.6523671652
5000.0000000000	0.0001656777	-1.3923005375	0.0069049219	46.7242039991
4000.0000000000	0.0001814101	-1.0490927824	0.0069332283	46.6498393696
3000.0000000000	0.0001958670	-0.9053329073	0.0069656696	46.5906885847
2000.0000000000	0.0002134072	-1.1109386411	0.0069924583	46.5250428183
1000.0000000000	0.0002391933	0.2721434369	0.0070077115	46.4695963689
0.0000000000	0.0002516335	0.1931788890	0.0070168282	46.4433713468
-1000.0000000000	0.0002489917	-0.5557038620	0.0070290056	46.4635419897
-2000.0000000000	0.0002337555	0.2348214470	0.0070357634	46.5263834289
-3000.0000000000	0.0002103186	-0.1334398417	0.0070188365	46.5489611516
-4000.0000000000	0.0001889463	-0.4439794716	0.0069922876	46.7270573907
-5000.0000000000	0.0001733040	-0.2935725860	0.0069710844	46.8460497476
